index,key_column,county,year,case,state,fips,precipitation,temp,population,rate,tempchg_c,tempchg,slope,bin
231.0,232.0,humboldt,2001,0.0,California,6023.0,0.48666666666666664,64.36666666666666,127520.0,0.0,1.3248573428079236,2.3847432170542624,0.022497577519379836,"(-inf, 0.0]"
232.0,233.0,humboldt,2002,0.0,California,6023.0,0.07666666666666666,65.53333333333333,128780.0,0.0,1.3373559969853568,2.4072407945736423,0.022497577519379836,"(-inf, 0.0]"
233.0,234.0,humboldt,2003,1.0,California,6023.0,0.20333333333333334,66.73333333333333,129754.0,0.7706891502381429,1.34985465116279,2.429738372093022,0.022497577519379836,"(-inf, 0.0]"
234.0,235.0,humboldt,2004,0.0,California,6023.0,0.15333333333333335,66.96666666666667,130702.0,0.0,1.3623533053402233,2.452235949612402,0.022497577519379836,"(-inf, 0.0]"
235.0,236.0,humboldt,2005,0.0,California,6023.0,1.2133333333333334,65.16666666666667,131497.0,0.0,1.3748519595176565,2.474733527131782,0.022497577519379836,"(-inf, 0.0]"
236.0,237.0,humboldt,2006,0.0,California,6023.0,0.17666666666666667,66.06666666666666,132093.0,0.0,1.3873506136950897,2.4972311046511617,0.022497577519379836,"(-inf, 0.0]"
237.0,238.0,humboldt,2007,2.0,California,6023.0,0.37000000000000005,65.4,132001.0,1.5151400368179029,1.3998492678725232,2.5197286821705416,0.022497577519379836,"(-inf, 0.0]"
238.0,239.0,humboldt,2008,0.0,California,6023.0,0.17666666666666667,64.5,132657.0,0.0,1.4123479220499564,2.5422262596899214,0.022497577519379836,"(-inf, 0.0]"
239.0,240.0,humboldt,2009,0.0,California,6023.0,0.18000000000000002,65.93333333333334,133744.0,0.0,1.4248465762273896,2.5647238372093013,0.022497577519379836,"(-inf, 0.0]"
240.0,241.0,humboldt,2010,0.0,California,6023.0,0.7766666666666667,64.33333333333333,135009.0,0.0,1.4373452304048229,2.587221414728681,0.022497577519379836,"(-inf, 0.0]"
241.0,242.0,humboldt,2011,1.0,California,6023.0,0.68,64.13333333333334,135243.0,0.7394098030951693,1.449843884582256,2.609718992248061,0.022497577519379836,"(-inf, 0.0]"
242.0,243.0,humboldt,2012,1.0,California,6023.0,0.7433333333333333,64.8,134572.0,0.7430966322860625,1.4623425387596893,2.632216569767441,0.022497577519379836,"(-inf, 0.0]"
